index,elapse_time,susp_fl,susp_fr,susp_rl,susp_rr,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z
0,0,-0.0163359997049354,-0.0046318608931545,-0.0270718919875462,-0.0167000337706351,0.2983911258989414,0.0465995008978191,9.4226272650844,-0.0270014389221748,-0.0116707366768079,-0.0530332793368635
1,10,-0.0001141752447706,0.0052414088475138,-0.0267377208258223,0.0136771734979843,0.0267385634554606,-0.1292384788407192,9.772970413329672,0.0138141877540113,-0.0065750199394253,-0.0226537882617066
2,20,-0.0030805393687739,-0.0171233557969744,-0.014060864686197,0.0108885649249908,0.0162702284066419,-0.0314399558245955,10.026066871906536,-0.0118194623205172,0.0150151025326998,0.0230859896694999
3,30,-0.0054365678043771,-0.0103946653833333,-0.0120339263320003,-0.013851111029259,-0.1276839821386464,-0.1778655528563363,10.01814923485328,-0.0142193976313939,0.0115842908789182,-0.0459308835940532
4,40,-0.0084933953025997,-0.0174237329390607,-0.0001788101619918,-0.0001370297880516,-0.0087497922444502,0.0130454946285755,9.590820443651529,-0.0027022922304501,0.0084087992516097,0.0007336799509082
5,50,-0.0215592835934203,-0.0009778167288415,-0.0342138813670349,0.0076617626319964,-0.030356795640609,0.0916429704702388,10.11888171232998,-0.0322620236419178,0.0121390571496813,-0.0144631856429628
6,60,-0.0102975020864897,-0.0006464998912408,-0.0231956893215372,-0.0275892462276437,0.070205171978825,0.0456997619470198,9.723822199458327,0.0004048622386085,0.0032730682204576,0.015201556331279
7,70,-0.0141031917671693,-0.011674616869848,-0.0152355427314428,-0.0240043765743148,0.1466095202454113,-0.1169276368493003,9.541105808062484,-0.0369558964289765,0.0158139282954284,0.0039232530599937
8,80,-0.0074220659964537,-0.0132653477708098,-0.0129722466107361,-0.0161377689102783,0.0862315791501017,0.0691928144507789,9.693816897485316,0.0010501746508221,0.0230846987771538,0.0067070141255572
9,90,-0.0116923062255558,-0.002595890805561,-0.0038818672563372,0.0142342065747003,0.0554309527134246,-0.0355068109332562,9.82811855212972,0.0166507070384784,0.0140502056311218,-0.0273834265254089
10,100,0.0014171185776431,0.0114398854879415,-0.0146571336267902,0.00389493245843,-0.0021383725079435,-0.0217743430510698,9.786498856501373,-0.0102058307790866,0.018731575161411,0.0033926496284913
11,110,-0.0095630003516549,-0.0064321470152797,0.0065336534942941,0.0044754963394373,0.1800805629967694,0.0370259328419455,9.739751441947115,-0.0174980900069453,0.0013005711070325,-0.0398589408990292
12,120,-0.01915300854212,-0.003330747168525,-0.0114554633526905,0.001184184631154,-0.1027768360453129,0.0211583511786535,9.799840676926042,0.0325815227202326,-0.0271109185813426,0.0077816686228182
13,130,-0.0101089191727681,-0.0070402827405182,0.0005139279127703,-0.0194237522939926,-0.2003067638054287,0.1033832665588278,9.662214073078838,-0.0324631350219533,-0.0072787420929059,0.0109034084324431
14,140,0.005793492491908,-0.0018174894423067,0.0118099838305638,-0.0153844283594043,-0.03059510474862,0.0133358089530814,9.82179482988601,0.0159046152130434,-0.0095323888653763,-0.0522960024557236
15,150,-0.0057260485810608,-0.0041572998332884,-0.020994773843034,-0.0192974146285971,0.2504366953797864,0.0559354135404096,9.698087769509062,0.0171055480731748,0.0031699430059633,0.0100435534065109
16,160,0.0136951492939698,0.0097956541310404,0.0081454978149137,0.0072054116236462,-0.08790878976995,-0.1012716276356059,9.547893713297109,0.0014636330709497,0.0125953600495376,-0.0373211725845685
17,170,-0.0081397519227911,0.0003626866635258,-0.0072166955264274,-0.0097601743102381,-0.3250678173609318,0.110591181447733,10.0251296623198,-0.0033758890660461,0.0107489600067308,-0.0242357331821706
18,180,0.017626697953041,0.0192990673115202,0.0079983206193544,0.0176579548645316,-0.2043844185499208,0.0317593657895211,10.221821410476275,0.0043053442162828,0.0011460612764507,-0.0114259757557776
19,190,0.0110317128092201,0.0053799640911139,0.0119485219606716,0.0244591770961053,-0.0610301867714875,-0.1400845461008793,9.99442471652979,0.0025530085546821,-0.0038429344940206,-0.0114191492218243
