index,elapse_time,susp_fl,susp_fr,susp_rl,susp_rr,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z
0,0,-0.0467591549869763,0.0417294375138612,-0.0310676660179079,0.0313708249603324,0.2733070180751112,-0.4634312887947607,9.74393269553125,-0.032829642836535,0.0228944603797977,-0.1174405837226893
1,10,-0.0293036146962083,0.0230668479465856,-0.0259284201879067,0.0259098005162577,0.2185620208905892,-0.5614378849462313,9.763216234214829,-0.0333870717699628,0.0466896895359193,-0.0783506345673501
2,20,-0.0286339563388495,0.0106854162242299,-0.0233042808159226,0.0053168470336385,0.3691368578788391,-0.7248168412381556,9.891252211485272,-0.0370361495435668,0.0510729529554022,-0.1460120025314618
3,30,-0.0615009725203115,0.006117893279761,-0.0374984864547423,0.0233859609570056,0.2457149681912946,-0.5487719104251754,9.296235353921311,0.003963195681183,0.0478668377319017,-0.1092116810374386
4,40,-0.021689024884345,0.0086241374652463,-0.0369914946785656,0.0262532698772572,0.2111760858135344,-0.448303981817429,9.52896413462314,-0.0316781601363311,0.0462352703167046,-0.1922719320019849
5,50,-0.0265823751663289,0.0209828169400339,-0.0273672686756248,0.0051875418087972,0.2400992822866121,-0.5002585173717498,9.935817927153234,0.0231356058184622,0.0389693089277444,-0.1009286063063171
6,60,-0.0380242456882124,0.024151267553847,-0.0233640155351095,0.0283065906321334,0.1272744134417616,-0.5420439976991075,9.833429789004157,-0.0072131574773881,0.0349090350613298,-0.1547090650952497
7,70,-0.0205593941455335,0.0444397523622489,-0.0338549781684855,0.0320900594013961,0.078104882590354,-0.2893596597751119,9.863625253811536,-0.017792185520032,0.0351675107005249,-0.1799606766756385
8,80,-0.0348322013744141,0.0195525997256898,-0.043510775449864,0.0100408261720656,0.0889914998505284,-0.5080958008752756,9.858601632063456,-0.0191101435619569,0.0320712245871041,-0.161304573907705
9,90,-0.0382340695324012,0.0098612141439074,-0.0349218945112796,0.0301806755928131,0.2615527514440791,-0.4553510558877278,9.59346978448689,-0.0371854822921096,0.0470316412498187,-0.1450676965333296
10,100,-0.0217965331351534,0.0227455228178867,-0.0214414353953547,-0.0024141521649924,0.3588938847339923,-0.5903870470578062,9.641947876757326,-0.0556506579693207,0.0386488456520662,-0.1053605027664869
11,110,-0.0419707420975208,0.0164045283454268,-0.02629701393267,0.0318690217010307,0.2898805834094185,-0.5327187438973664,9.687710979559023,-0.0221738978962831,0.0423862694290996,-0.1512488714743705
12,120,-0.0567074640127539,0.0154571696801333,-0.0253615257617441,0.0152741699846102,0.2958918021995589,-0.3901042780228101,9.82813586394519,-0.0740246025270378,0.0414217552848773,-0.0816068346018575
13,130,-0.0636193448661279,0.0071822642202856,-0.0598838853032299,-0.0071846133247557,0.2007839503415254,-0.5375905340383414,9.870412047961906,-0.041464785670654,0.049479487936843,-0.1396834419235944
14,140,-0.0395242189797216,0.0143610792931955,-0.0418437844993718,-0.0041748014321309,0.1007574392899778,-0.4474271883448287,9.853962715668446,-0.0236817361393497,0.0542036780369853,-0.1555524492372275
15,150,-0.0265189005733365,0.0200038585229051,-0.0156101271750125,0.0041072005186846,0.2360695359753,-0.4932683252448336,9.706992332389872,-0.0469175758115552,0.021822412428685,-0.1937663850804086
16,160,-0.0342504504309535,0.0195311124617638,-0.0209815167905881,0.0168024185489482,0.3884000158534808,-0.6773928119906765,9.628711598633314,-0.0544803830321527,0.0425834946730524,-0.1350835056341462
